name,age,team,pace,shooting,passing,dribbling,position,direction,joined,contract,preferred_foot,international_rep,wage
Jordan Carrillo Rodríguez,19,Mexico,67,58,49,60,Substitute,Pending,2020-07-01,2025,Right,1,2000
José Ricardo Galindo Gutiérrez,23,Mexico,62,29,45,48,Defender,Left,2021-07-21,2025,Right,1,2000
Niko Bretschneider,21,Germany,73,27,48,54,Defender,Left,2020-07-27,2022,Left,1,1000
Tunde Owolabi,25,Nigeria,86,58,41,59,Striker,Right,2021-03-07,2021,Right,1,500
Robert Dadok,24,Poland,70,53,56,57,Substitute,Pending,2021-07-01,2023,Right,1,1000
Sebbe Augustijns,21,Belgium,60,41,54,58,Reserve,Pending,2020-07-01,2023,Right,1,850
Dorinel Gabriel Oancea,24,Romania,73,36,53,43,Defender,Right,2020-08-31,2022,Right,1,850
Valentin Coșereanu,29,Romania,66,53,53,61,Substitute,Pending,2018-07-01,2022,Right,1,1000
Efe Tatlı,18,Turkey,64,42,57,60,Substitute,Pending,2019-07-01,2022,Left,1,850
James Oliver Jones,24,Wales,66,31,39,50,Substitute,Pending,2020-07-31,2022,Right,1,1000
David Min,22,Netherlands,52,61,49,50,Reserve,Pending,2020-07-01,2023,Left,1,1000
Juan de Dios Aguayo Moreno,24,Mexico,57,30,39,42,Reserve,Pending,2021-07-23,2023,Right,1,6000
Tim Walbrecht,19,Germany,68,35,49,54,Reserve,Pending,2020-07-01,2023,Right,1,2000
Luis Ángel Flores Pereira,18,Bolivia,64,55,53,60,Substitute,Pending,2020-01-01,2021,Right,1,500
Andy David Burbano Guapi,27,Ecuador,74,52,58,59,Substitute,Pending,2021-01-01,2025,Right,1,500
Kévin Boma,18,France,50,31,43,44,Reserve,Pending,2019-07-01,2022,Right,1,950
Adam Foley,31,Republic of Ireland,70,55,49,54,Striker,Left,2020-08-20,2021,Right,1,500
Yahya Kalley,20,Sweden,72,33,45,57,Substitute,Pending,2021-08-31,2024,Left,1,1000
Casper Terho,18,Finland,72,56,52,61,Substitute,Pending,2020-01-01,2022,Left,1,500
Filip Yavorov Krastev,19,Bulgaria,62,46,60,62,Substitute,Pending,2020-07-01,2025,Right,1,850
Matthias Braunöder,19,Austria,76,44,55,65,Reserve,Pending,2020-08-01,2022,Right,1,2000
Boubacar Faye Traorè,23,Senegal,78,59,56,60,Substitute,Pending,2020-08-24,2022,Left,1,2000
Loup Hervieu,21,France,66,43,59,59,Reserve,Pending,2020-07-01,2023,Right,1,850
Vladimir Nikolaev Nikolov,20,Bulgaria,56,58,42,52,Substitute,Pending,2020-09-10,2023,Right,1,1000
Theodor Alexander Corbeanu,19,Canada,75,55,54,61,Substitute,Pending,2018-06-30,2022,Left,1,800
Harrison Ashby,19,Scotland,73,37,46,53,Reserve,Pending,2020-07-01,2022,Right,1,4000
Yvan Gregory Alounga Avebe,19,Switzerland,65,57,53,57,Substitute,Pending,2020-09-21,2024,Left,1,2000
Souleymane Isaak Touré,18,France,63,25,39,42,Substitute,Pending,2019-09-01,2023,Right,1,500
Enmerson Geovanny Batalla Martínez,20,Colombia,64,54,52,61,Substitute,Pending,2020-07-01,2025,Right,1,700
Ylan Gomes,18,France,65,61,46,61,Substitute,Pending,2019-01-01,2022,Right,1,700
Souleymane Cissé,29,Senegal,61,51,55,60,Reserve,Pending,2019-10-01,2025,Right,1,1000
Marcus Serup Hannesbo,19,Denmark,75,52,49,61,Substitute,Pending,2020-09-29,2025,Left,1,1000
Joscha Wosz,18,Germany,66,50,58,69,Substitute,Pending,2019-07-01,2024,Right,1,3000
Matt LaGrassa,28,United States,56,42,57,59,Substitute,Pending,2019-11-22,2025,Right,1,1000
Armin Hodžić,21,Bosnia and Herzegovina,53,47,55,56,Reserve,Pending,2020-10-05,2024,Right,1,1000
Isaías Violante Romero,17,Mexico,65,32,40,60,Reserve,Pending,2021-01-12,2021,Left,1,500
Rav van den Berg,16,Netherlands,54,32,45,54,Substitute,Pending,2020-05-24,2024,Right,1,500
Joshua Laws,23,Australia,65,34,51,53,Substitute,Pending,2020-10-30,2022,Left,1,700
Bryan Alonso González Olivan,18,Mexico,58,49,57,59,Substitute,Pending,2020-07-01,2022,Left,1,1000
Chinonso Offor Nnamdi,21,Nigeria,70,54,47,61,Striker,Right,2020-11-13,2023,Right,1,1000
Agustín Acosta Bentancourt,20,Uruguay,76,28,47,60,Substitute,Pending,2021-04-22,2021,Left,1,500
Wouter George,19,Belgium,64,50,61,68,Reserve,Pending,2020-07-01,2023,Right,1,2000
Lachlan Rose,22,Australia,54,57,58,60,Defender,Right,2020-11-01,2023,Right,1,800
Finley Stevens,18,Wales,63,44,53,58,Reserve,Pending,2020-07-28,2022,Right,1,2000
Luis Alejandro Olivas Salcedo,21,Mexico,53,42,48,36,Defender,Left,2020-07-01,2025,Left,1,5000
Samuel John Bell,19,England,73,56,41,60,Substitute,Pending,2020-07-01,2024,Right,1,4000
Thomas Boakye,28,Ghana,76,45,52,58,Substitute,Pending,2018-01-01,2022,Right,1,800
Sadat Karim,29,Ghana,68,58,48,59,Substitute,Pending,2019-01-12,2022,Right,1,950
Derlis Darío Martínez González,21,Paraguay,66,64,55,59,Substitute,Pending,2020-07-01,2021,Left,1,500
Damián Cáceres Rodríguez,18,Spain,65,54,58,59,Reserve,Pending,2020-07-01,2022,Right,1,500
Philip Ankhrah,18,Ghana,71,62,48,60,Reserve,Pending,2019-07-30,2024,Right,1,2000
Wilder Viera Caballero,19,Paraguay,61,32,52,50,Reserve,Pending,2020-07-01,2023,Right,1,500
Maxwell Haygarth,19,England,72,53,52,63,Reserve,Pending,2021-01-04,2022,Left,1,5000
Anthony Olusanya,21,Finland,71,57,48,59,Substitute,Pending,2021-01-01,2022,Right,1,500
Mamor Niang,19,Spain,75,59,40,55,Reserve,Pending,2020-07-01,2023,Left,1,3000
Antwoine Hackford,17,England,86,59,38,60,Reserve,Pending,2021-01-02,2022,Right,1,950
John Joe Patrick Finn Benoa,17,Spain,69,56,48,58,Reserve,Pending,2021-01-02,2022,Right,1,550
加藤 千尋,22,Japan,66,56,55,60,Midfielder,Right,2021-01-09,2022,Right,1,900
Sunusi Ibrahim,18,Nigeria,83,57,53,60,Substitute,Pending,2021-01-12,2023,Right,1,600
Hugo Denar Salvatierra Saucedo,18,Bolivia,61,29,54,55,Reserve,Pending,2021-01-01,2021,Right,1,500
Wilmer Rojas,19,Bolivia,65,57,52,59,Substitute,Pending,2021-01-01,2021,Right,1,500
Nathan Harriel,20,United States,77,31,49,53,Reserve,Pending,2020-07-17,2021,Right,1,900
Jack McGlynn,17,United States,70,44,60,62,Substitute,Pending,2020-08-17,2021,Left,1,500
Łukasz Łakomy,20,Poland,66,46,52,54,Substitute,Pending,2021-01-25,2023,Right,1,1000
Viktor Angelov,27,North Macedonia,69,58,49,58,Substitute,Pending,2021-01-14,2022,Right,1,1000
Joshua Rawlins,17,Australia,72,27,45,54,Substitute,Pending,2021-01-01,2022,Right,1,500
Bryan Javier Caicedo Jurado,20,Ecuador,61,26,39,43,Substitute,Pending,2020-01-01,2025,Right,1,500
Luis Hartwig,18,Germany,77,62,47,54,Reserve,Pending,2021-01-16,2024,Right,1,2000
Reda Khadra,19,Germany,70,50,57,63,Reserve,Pending,2020-10-01,2022,Right,1,4000
Jarne Steuckers,19,Belgium,72,45,58,61,Substitute,Pending,2020-05-20,2022,Left,1,1000
Ebby José Pérez Acero,30,Venezuela,64,52,57,57,Substitute,Pending,2021-01-20,2022,Left,1,500
Bénie Adama Traoré,18,Côte d'Ivoire,69,50,51,63,Substitute,Pending,2021-01-11,2024,Right,1,500
Máximo David Alonso Fontes,18,Uruguay,75,52,52,62,Substitute,Pending,2021-01-01,2025,Right,1,500
Wikelman José Carmona Torres,18,Venezuela,75,53,53,67,Midfielder,Left,2021-01-25,2025,Left,1,500
Carlos Diogo Olivos Moreno,18,Peru,61,29,43,46,Reserve,Pending,2021-01-01,2021,Right,1,500
宮城 天,20,Japan,72,52,55,60,Reserve,Pending,2021-02-01,2023,Left,1,2000
Metin Yıldırım,21,Turkey,66,52,61,63,Reserve,Pending,2020-03-03,2024,Left,1,2000
Jospin Nshimirimana,19,Burundi,58,38,55,54,Midfielder,Center,2021-01-30,2024,Right,1,1000
Philip Gameli Awuku,21,Ghana,60,29,32,34,Reserve,Pending,2021-01-30,2024,Left,1,2000
El Mami Tetah,19,Mauritania,71,48,54,64,Reserve,Pending,2021-01-26,2025,Left,1,1000
Charbel Codjo Gomez,20,Benin,75,63,44,64,Reserve,Pending,2021-02-02,2025,Right,1,950
Josué Casimir,19,France,80,58,46,58,Reserve,Pending,2020-10-24,2023,Right,1,1000
Carlos Mateo Abastoflor Aguilera,19,Bolivia,64,57,55,61,Substitute,Pending,2021-02-01,2022,Right,1,500
Juan Sebastián Vargas Melgarejo,19,Paraguay,72,39,55,63,Substitute,Pending,2021-01-01,2022,Left,1,500
Patricio Ostachuk,21,Argentina,66,48,52,53,Reserve,Pending,2020-01-01,2022,Right,1,2000
David Justin Taylor,23,United States,70,30,49,55,Substitute,Pending,2021-02-16,2021,Right,1,1000
Felipe Sebastián Chamorro Aspe,19,Chile,67,51,59,61,Reserve,Pending,2020-07-31,2021,Left,1,500
Hugo Bueno López,18,Spain,60,37,46,60,Reserve,Pending,2021-07-04,2023,Left,1,3000
Nigel Lonwijk,18,Netherlands,63,32,33,39,Substitute,Pending,2021-07-04,2024,Right,1,550
Mehmet Ibrahimi,18,Germany,67,49,53,66,Reserve,Pending,2021-02-26,2022,Right,1,4000
Tommy Conway,18,England,80,56,41,59,Reserve,Pending,2020-07-01,2024,Right,1,2000
Andy Jhans Huamán Grandez,19,Peru,62,54,54,59,Substitute,Pending,2018-01-01,2022,Right,1,500
Edward Kizza,22,Uganda,62,61,44,54,Reserve,Pending,2021-03-05,2021,Right,1,1000
Pablo Agustín Minissale,20,Argentina,56,30,36,41,Reserve,Pending,2020-08-25,2022,Right,1,1000
Neider José Sanjuan Navarro,21,Colombia,64,50,57,55,Reserve,Pending,2021-03-07,2023,Right,1,500
Dantouma Yaya Toure,17,United States,88,43,48,66,Reserve,Pending,2021-03-04,2024,Left,1,500
Jonas Michelbrink,20,Germany,62,45,57,64,Reserve,Pending,2021-03-13,2022,Right,1,5000
Mario Suver,21,Croatia,58,26,37,36,Reserve,Pending,2021-05-28,2025,Right,1,1000
Marcelo Alexander Jaramillo Lastra,20,Ecuador,66,33,42,47,Substitute,Pending,2021-01-01,2024,Left,1,500
Marko Dijakovic,19,Austria,67,29,41,35,Reserve,Pending,2019-07-01,2024,Left,1,2000
Alfredo Ignacio Mendoza Matheus,18,Venezuela,75,52,54,55,Substitute,Pending,2021-01-01,2023,Left,1,500
Matthew Bondswell,19,England,66,32,52,53,Reserve,Pending,2021-03-19,2022,Left,1,3000
Néstor José Gabriel Cova Meneses,26,Venezuela,61,27,50,46,Defender,Left,2020-12-20,2021,Left,1,500
Marvin Ayhan Obuz,19,Germany,67,50,53,64,Substitute,Pending,2021-03-20,2024,Right,1,2000
Alex Jordan Carerra Perea,20,Ecuador,67,52,58,60,Substitute,Pending,2021-02-01,2025,Right,1,500
José Fernando Villalobos Montenegro,22,Peru,65,56,59,60,Substitute,Pending,2021-01-01,2021,Right,1,500
Francisco Valdés,19,Chile,67,48,54,58,Substitute,Pending,2021-01-01,2021,Right,1,500
Lex-Tyger Lobinger,22,Germany,55,57,42,51,Substitute,Pending,2021-04-04,2023,Right,1,4000
Justin Cameron McMaster,22,United States,77,59,47,63,Substitute,Pending,2021-04-03,2021,Right,1,1000
Lasse Günther,19,Germany,68,59,48,64,Reserve,Pending,2021-07-01,2025,Left,1,2000
Jim Morrison Varela Devotto,26,Uruguay,57,48,56,59,Substitute,Pending,2021-04-22,2021,Right,1,500
Erick Alejandro Ávalos Alejo,21,Mexico,64,44,48,55,Substitute,Pending,2020-06-01,2021,Right,1,5000
Franklin Sergio Clavijo Clavijo,19,Ecuador,60,55,56,56,Substitute,Pending,2021-01-01,2025,Right,1,500
Josh Bauer,22,United States,60,24,43,42,Reserve,Pending,2021-04-15,2021,Right,1,1000
Eder Benjamín Villalta Mori,20,Peru,62,26,51,42,Substitute,Pending,2021-01-01,2022,Right,1,500
Nayel Mehssatou,18,Belgium,70,47,55,69,Reserve,Pending,2019-07-01,2022,Right,1,1000
Agustín Martegani,21,Argentina,63,50,62,60,Reserve,Pending,2018-05-02,2023,Left,1,2000
Björn Meijer,18,Netherlands,55,28,41,44,Substitute,Pending,2021-05-16,2023,Left,1,500
Nicolae Păun,22,Romania,72,38,51,53,Midfielder,Right,2021-04-17,2023,Right,1,2000
Gonzalo Luján,20,Argentina,59,30,45,52,Reserve,Pending,2021-04-20,2025,Right,1,2000
Max Anderson,20,Scotland,76,50,56,64,Midfielder,Right,2019-11-05,2023,Right,1,1000
Jonathan Barden,28,England,73,37,49,57,Defender,Right,2019-03-12,2022,Right,1,2000
Fabio Markelic,19,Austria,53,46,59,63,Substitute,Pending,2019-07-05,2024,Left,1,1000
Zakaria Eddahchouri,21,Netherlands,57,53,58,66,Substitute,Pending,2019-07-01,2022,Right,1,1000
Sofus Berger,18,Denmark,74,50,56,63,Substitute,Pending,2020-07-01,2022,Right,1,850
Stefán Teitur Thórdarson,22,Iceland,64,53,55,59,Substitute,Pending,2020-10-04,2024,Right,1,2000
Abdulaziz Al Hurabi,24,Saudi Arabia,59,43,51,56,Midfielder,Right,2016-07-01,2025,Right,1,3000
Adilson Malanda,19,France,61,28,40,43,Substitute,Pending,2021-06-06,2023,Right,1,500
Jacob Engel,20,Germany,67,29,52,57,Substitute,Pending,2020-07-01,2022,Left,1,550
Enzo Leopold,20,Germany,71,38,58,58,Reserve,Pending,2019-07-01,2022,Right,1,650
Kacper Śpiewak,21,Poland,57,59,40,55,Substitute,Pending,2020-08-19,2024,Right,1,1000
Michal Hubínek,26,Czech Republic,66,42,54,55,Substitute,Pending,2021-07-14,2023,Left,1,1000
Szilárd Vereș,25,Romania,66,42,54,48,Substitute,Pending,2020-08-20,2023,Right,1,950
Timo Bornemann,20,Germany,74,57,43,60,Striker,Center,2021-07-01,2023,Right,1,750
Denis Kina,28,Germany,60,32,47,57,Substitute,Pending,2018-07-01,2022,Right,1,500
Julius Langfeld,26,Germany,70,56,52,59,Substitute,Pending,2018-01-08,2023,Right,1,500
Fynn Lakenmacher,21,Germany,60,62,46,58,Substitute,Pending,2019-07-01,2022,Right,1,500
Kamil Ogorzały,20,Poland,76,47,55,57,Substitute,Pending,2021-07-01,2025,Right,1,1000
Tim Seifert,19,Germany,58,28,40,45,Reserve,Pending,2021-07-01,2025,Left,1,2000
Jong-min Seo,19,Korea Republic,73,45,55,62,Reserve,Pending,2021-07-01,2024,Left,1,2000
Pasqual Verkamp,23,Germany,71,55,57,62,Substitute,Pending,2021-07-01,2023,Right,1,700
Soufiane Messeguem,20,Germany,66,45,56,59,Midfielder,Left,2021-07-01,2024,Right,1,1000
Yannic Voigt,18,Germany,67,50,52,63,Substitute,Pending,2021-07-01,2023,Left,1,500
Tom Bierschenk,18,Germany,63,60,44,56,Reserve,Pending,2021-07-01,2023,Right,1,500
Reinaldo Batista Caetano,22,Brazil,89,51,48,63,Substitute,Pending,2021-07-01,2023,Right,1,2000
Ivan Ćubelić,18,Croatia,68,51,56,59,Reserve,Pending,2021-07-01,2026,Right,1,500
Carson Buschman-Dormond,18,Canada,82,49,52,62,Reserve,Pending,2021-02-27,2024,Left,1,1000
Lawrence Ennali,19,Germany,72,56,51,64,Reserve,Pending,2021-07-01,2022,Right,1,3000
Marvin Elimbi,18,France,62,32,37,41,Reserve,Pending,2021-07-01,2024,Right,1,950
Michael Ameyaw,20,Poland,71,65,54,61,Substitute,Pending,2021-07-01,2024,Right,1,1000
Michał Goliński,21,Poland,79,50,53,59,Reserve,Pending,2020-08-11,2022,Right,1,650
Kacper Tabiś,21,Poland,71,28,46,55,Substitute,Pending,2021-06-22,2025,Right,1,1000
Yoann Cathline,18,France,72,53,53,63,Reserve,Pending,2020-07-01,2023,Right,1,550
Marcel Beifus,18,Germany,59,53,47,49,Reserve,Pending,2021-08-30,2024,Right,1,750
Yaroslav Mikhailov,18,Russia,63,53,55,63,Substitute,Pending,2021-07-14,2025,Left,1,750
Matthis Riou,20,France,55,26,45,48,Reserve,Pending,2021-07-01,2023,Right,1,1000
Eric Uhlmann,18,Germany,70,47,55,59,Reserve,Pending,2021-07-15,2022,Right,1,2000
Julius Pfennig,18,Germany,55,30,37,37,Reserve,Pending,2021-07-15,2022,Right,1,2000
Thomas Kofler,22,Austria,68,34,47,50,Midfielder,Left,2021-07-16,2024,Left,1,1000
Joe Kizzi,28,England,66,51,55,57,Substitute,Pending,2021-07-01,2022,Right,1,2000
Danilo Gómez,19,Argentina,61,43,58,61,Reserve,Pending,2021-07-01,2024,Right,1,1000
Francisco Galván,21,Argentina,56,57,46,58,Reserve,Pending,2017-07-01,2023,Left,1,2000
Jules Gaudin,21,France,68,54,56,60,Reserve,Pending,2021-07-01,2023,Left,1,1000
Mohamed Kaba,19,France,55,42,55,58,Reserve,Pending,2021-07-16,2024,Right,1,650
Ryan Adigo,20,Germany,76,52,47,65,Substitute,Pending,2021-07-17,2023,Right,1,1000
Jeremy Sarmiento,19,England,76,58,53,61,Reserve,Pending,2021-07-02,2023,Right,1,5000
Mateusz Grudziński,21,Poland,75,30,39,54,Substitute,Pending,2021-07-21,2022,Left,1,550
Sadık Baş,27,Turkey,70,60,53,64,Substitute,Pending,2021-07-01,2025,Right,1,2000
José Manuel García Vivancos,21,Spain,62,60,44,58,Reserve,Pending,2021-07-06,2022,Right,1,1000
Léon Delpech,18,France,62,51,55,60,Substitute,Pending,2021-07-24,2022,Left,1,500
Jonas Sonnenberg,28,Germany,52,30,42,45,Substitute,Pending,2016-07-01,2022,Right,1,500
Maximilian Neuberger,21,Germany,66,31,48,48,Defender,Right,2021-07-01,2022,Right,1,2000
Tim Oberdorf,24,Germany,60,44,54,48,Reserve,Pending,2021-07-01,2022,Right,1,3000
Dion De Neve,20,Belgium,76,55,55,58,Substitute,Pending,2021-07-01,2022,Left,1,2000
Salvador González,21,Mexico,72,42,59,58,Reserve,Pending,2021-07-01,2023,Right,1,2000
Martin Wasinski,17,Belgium,67,26,42,53,Defender,Center,2021-07-01,2023,Right,1,500
Yaliston Andrés Martínez Castilo,21,Colombia,75,30,46,55,Substitute,Pending,2021-07-13,2025,Left,1,550
Adrián Garza,20,Mexico,58,60,40,56,Reserve,Pending,2021-07-25,2025,Right,1,6000
Karel Campos,18,Mexico,67,49,61,65,Reserve,Pending,2021-08-01,2025,Right,1,2000
Sadik Fofana,18,Togo,65,45,53,55,Reserve,Pending,2021-07-01,2022,Right,1,2000
Torje Naustdal,21,Norway,60,40,55,60,Substitute,Pending,2021-08-01,2025,Right,1,550
Noé Sow,22,France,61,29,46,54,Substitute,Pending,2021-07-01,2022,Right,1,2000
Redwan Bourlès,18,France,62,50,63,62,Reserve,Pending,2020-11-17,2025,Right,1,1000
David Vraciu,19,Romania,62,54,60,58,Reserve,Pending,2021-07-01,2022,Right,1,1000
Javier Martínez Garzón,18,Spain,56,31,38,38,Reserve,Pending,2021-07-09,2022,Right,1,500
Odel Offiah,18,England,64,33,39,56,Reserve,Pending,2021-07-01,2023,Right,1,2000
Davide Mondonico,24,Italy,61,29,36,37,Defender,Center,2021-07-01,2024,Right,1,2000
Mikaël Cantave,24,Haiti,75,52,53,57,Reserve,Pending,2021-08-10,2022,Right,1,1000
Djenahro Nunumete,19,Netherlands,65,50,64,64,Reserve,Pending,2019-05-07,2022,Left,1,900
Óscar González Granado,21,Spain,54,63,43,57,Reserve,Pending,2021-01-14,2022,Right,1,1000
Fabian Rüth,19,Germany,55,36,56,48,Reserve,Pending,2021-08-14,2022,Left,1,2000
Noah König,18,Germany,55,31,38,42,Reserve,Pending,2021-08-14,2025,Right,1,1000
Antonio Moyano Carrasquilla,20,Spain,64,55,61,55,Reserve,Pending,2021-07-01,2022,Right,1,1000
Gaultiér Overman,20,Netherlands,76,32,41,50,Substitute,Pending,2021-08-15,2022,Left,1,1000
Timothé Rupil,18,Luxembourg,59,51,59,66,Reserve,Pending,2021-08-15,2023,Right,1,1000
Ben Bobzien,18,Germany,67,56,53,65,Reserve,Pending,2021-08-15,2022,Right,1,2000
Baltasar Barcia,20,Uruguay,72,52,58,55,Reserve,Pending,2021-04-01,2025,Right,1,500
Drissa Camara,19,Côte d'Ivoire,66,44,56,59,Substitute,Pending,2021-07-01,2024,Right,1,3000
Stephen Buer,22,Ghana,66,50,60,56,Reserve,Pending,2021-07-01,2022,Right,1,1000
Jacques Dago,22,Côte d'Ivoire,63,50,64,59,Reserve,Pending,2021-07-01,2022,Right,1,1000
Oğulcan Ülgün,23,Turkey,65,44,58,59,Substitute,Pending,2021-07-01,2024,Right,1,2000
Justin Smith,18,Canada,54,40,53,56,Reserve,Pending,2021-08-14,2022,Right,1,1000
Fabián Guerrero Iturri,19,Colombia,60,48,58,57,Substitute,Pending,2021-01-01,2023,Left,1,500
Juan David González,19,Colombia,71,56,56,57,Reserve,Pending,2021-01-01,2023,Right,1,500
Pablo Vaca,19,Bolivia,71,56,58,58,Reserve,Pending,2019-01-01,2022,Right,1,500
Diego Bustos,19,Colombia,62,35,49,46,Reserve,Pending,2020-01-01,2022,Right,1,500
Juan José Rubiano,19,Colombia,63,53,60,58,Reserve,Pending,2020-01-01,2023,Right,1,500
Kevin Mantilla,18,Colombia,60,35,47,45,Substitute,Pending,2020-01-01,2022,Right,1,500
Daniel Durán,19,Colombia,66,48,48,54,Reserve,Pending,2019-01-01,2022,Right,1,500
Jordan Ponguillo,18,Ecuador,69,37,53,57,Substitute,Pending,2020-01-01,2023,Right,1,500
Alek Álvarez,18,Mexico,61,48,64,58,Reserve,Pending,2021-07-01,2025,Right,1,800
Kevin Keith Ellison,42,England,42,63,59,62,Substitute,Pending,2020-09-04,2022,Left,1,2000
小野 伸二,41,Japan,30,55,62,59,Substitute,Pending,2021-01-09,2022,Right,2,800
谭望嵩,35,China PR,33,54,56,56,Defender,Left,2017-01-09,2021,Right,1,2000
杨宇,36,China PR,49,58,50,57,Substitute,Pending,2018-02-02,2021,Right,1,2000
John Francis Dunleavy,29,Republic of Ireland,50,37,52,52,Substitute,Pending,2021-04-23,2021,Right,1,500
Shane McEleney,30,Republic of Ireland,32,33,46,46,Substitute,Pending,2020-01-12,2021,Right,1,500
David Cawley,29,Republic of Ireland,51,54,57,59,Substitute,Pending,2017-12-01,2021,Right,1,550
Sergej Schmik,31,Germany,66,42,54,60,Reserve,Pending,2018-07-01,2022,Right,1,500
Tomas Christoffer Wiktorsson,32,Sweden,46,43,42,34,Substitute,Pending,2016-01-08,2021,Left,1,650
Daniel O'Reilly,26,Republic of Ireland,50,43,50,50,Defender,Right,2020-12-19,2021,Left,1,500
Ben Wyatt,25,England,75,37,48,55,Substitute,Pending,2019-09-01,2022,Left,1,2000
李提香,31,China PR,66,52,53,57,Substitute,Pending,2017-01-01,2022,Right,1,3000
Jack Thomas Stobbs,24,England,74,52,54,59,Substitute,Pending,2021-08-04,2022,Right,1,2000
李光,30,China PR,59,37,47,56,Midfielder,Left,2012-01-01,2022,Right,1,2000
Jake Hyland,25,Republic of Ireland,63,53,54,56,Midfielder,Right,2016-01-01,2021,Right,1,500
孙世林,32,China PR,69,53,55,58,Reserve,Pending,2017-01-01,2021,Right,1,3000
陈中流,27,China PR,76,54,57,56,Substitute,Pending,2021-03-31,2021,Right,1,2000
李源一,27,China PR,71,59,56,57,Midfielder,Left,2019-02-27,2022,Right,1,2000
Narayan Das,27,India,72,26,42,52,Defender,Left,2021-06-29,2023,Left,1,500
张力,31,China PR,59,48,57,59,Midfielder,Right,2017-02-28,2021,Right,1,2000
Abdulhadi Radan Al-Harajin,26,Saudi Arabia,79,48,50,58,Winger,Right,2020-10-05,2023,Right,1,3000
吴庆,39,China PR,32,57,62,60,Substitute,Pending,2013-01-16,2021,Left,1,1000
李超,33,China PR,62,32,43,44,Substitute,Pending,2020-09-22,2021,Right,1,2000
Joseph Thomson,24,Scotland,72,53,56,57,Midfielder,Right,2020-07-02,2021,Right,1,500
Darragh Markey,24,Republic of Ireland,70,52,56,63,Midfielder,Center,2020-12-01,2021,Right,1,500
Erik Kristian Lindell,25,Sweden,75,38,55,58,Substitute,Pending,2019-03-04,2022,Right,1,700
이규성 李明载,27,Korea Republic,75,41,57,62,Substitute,Pending,2015-01-01,2022,Right,1,1000
Halicharan Narzary,27,India,79,53,50,59,Midfielder,Left,2020-08-13,2022,Left,1,500
Isac Alexi Sivert Lidberg,22,Sweden,72,55,46,52,Striker,Center,2021-07-01,2023,Right,1,2000
Liam John Edwards,24,England,55,31,38,44,Reserve,Pending,2018-06-25,2022,Right,1,2000
José Juan García Manríquez,25,Mexico,52,29,43,38,Defender,Left,2021-07-23,2026,Right,1,2000
Andreas Karo,24,Cyprus,53,27,37,45,Substitute,Pending,2021-07-06,2024,Right,1,500
曾超,28,China PR,66,46,53,57,Reserve,Pending,2020-02-20,2022,Right,1,2000
Kosta Petratos,23,Australia,81,47,52,57,Substitute,Pending,2017-06-01,2022,Right,1,500
Isaac David Christie-Davies,23,Wales,65,53,58,59,Reserve,Pending,2020-09-07,2023,Right,1,6000
정치인 郑治仁,23,Korea Republic,64,57,44,58,Reserve,Pending,2016-01-05,2021,Right,1,1000
Robert Harker,21,England,66,58,41,57,Reserve,Pending,2018-07-10,2022,Right,1,5000
Jason Law,22,England,76,52,55,58,Substitute,Pending,2015-12-30,2022,Left,1,3000
박병현 Byung Hyun Park,28,Korea Republic,67,28,47,42,Reserve,Pending,2019-02-28,2021,Right,1,1000
Nikolas Walstad,24,Norway,59,27,46,49,Defender,Left,2021-01-22,2023,Left,1,650
Ishan Pandita,23,India,71,57,48,55,Substitute,Pending,2021-08-31,2023,Right,1,500
Sebastian Pasquali,21,Australia,59,49,59,63,Substitute,Pending,2019-03-20,2022,Right,1,500
Reagan Robert William Ogle,22,Australia,70,29,49,53,Substitute,Pending,2021-07-12,2023,Right,1,2000
Muhammad Ashique Kuruniyan,24,India,88,48,47,58,Defender,Left,2019-08-27,2023,Left,1,500
Mohammed Ali Al-Zubaidi,23,Saudi Arabia,78,29,49,57,Reserve,Pending,2018-07-31,2022,Left,1,5000
Oscar Brennan,25,Republic of Ireland,43,55,55,54,Substitute,Pending,2021-02-15,2021,Right,1,500
Devonte Vincent Redmond,24,England,57,56,60,59,Reserve,Pending,2019-07-01,2022,Right,1,500
Fabio Alejandro Delgado Tacán,22,Colombia,67,27,41,51,Substitute,Pending,2021-02-03,2024,Left,1,500
Hassan Mousa Alqayd,23,Saudi Arabia,77,48,47,63,Substitute,Pending,2021-08-24,2024,Right,1,2000
Firas Tariq Nasser Al-Buraikan,21,Saudi Arabia,70,57,40,55,Striker,Center,2021-07-08,2025,Left,1,4000
Khaled Al Dubaysh,22,Saudi Arabia,69,30,48,51,Substitute,Pending,2020-10-02,2023,Left,1,4000
Noah Awuku,21,Germany,70,55,47,60,Reserve,Pending,2017-07-01,2023,Right,1,3000
Tim Möller,22,Germany,66,43,51,56,Reserve,Pending,2017-07-01,2022,Right,1,800
Jhory Misael Celaya Guerra,22,Mexico,59,55,55,62,Substitute,Pending,2021-07-01,2024,Left,1,1000
Mirlind Kryeziu,24,Kosovo,35,27,37,36,Substitute,Pending,2017-04-11,2022,Left,1,2000
李海龙,24,China PR,66,31,47,56,Reserve,Pending,2016-07-15,2021,Right,1,2000
Atalay Babacan,21,Turkey,64,51,64,65,Reserve,Pending,2017-07-04,2022,Left,1,6000
Chris Zuvela,24,Australia,58,43,53,59,Reserve,Pending,2017-08-01,2022,Right,1,1000
