nombre,edad,seleccion,posicion
Adam Carlén,21,Sweden,Midfielder
Alfonso Darío Pereira D'Atri,25,Uruguay,Winger
Mateo Gamarra,20,Paraguay,Reserve
Álex Adrián Garcete Ozuna,27,Paraguay,Defender
Abraham Bahachille García,20,Venezuela,Midfielder
Fredrik Oppegård,18,Norway,Reserve
Loris Mouyokolo,20,France,Substitute
Lucas Brumme,21,Germany,Reserve
Kohei Uchida,28,Japan,Reserve
Tokuma Suzuki,24,Japan,Midfielder
Ivan Šaranić,18,Croatia,Reserve
Héctor Emilio Noguera Sánchez,34,Venezuela,Defender
Gustavo Peredo Ortíz,21,Bolivia,Midfielder
Luifer Enrique Hernández Quintero,20,Venezuela,Substitute
上夷 克典,25,Japan,Reserve
Ho Gang Han,27,Korea Republic,Defender
Modestas Vorobjovas,25,Lithuania,Substitute
Akihiro Sato,34,Japan,Reserve
前嶋 洋太,23,Japan,Substitute
Max Svensson Río,19,Spain,Reserve
岡村 大八,24,Japan,Substitute
加藤 陸次樹,23,Japan,Striker
山下 敬大,25,Japan,Striker
Akira Hamashita,25,Japan,Substitute
Jordán Federico Santacruz Rodas,25,Paraguay,Substitute
飯野 七聖,24,Japan,Midfielder
Junior Ariel Brítez Chaves,24,Paraguay,Midfielder
Urko González de Zárate Quirós,20,Spain,Defender
Evgeniy Shlyakov,29,Russia,Defender
Gastón Alberto Torres,21,Argentina,Substitute
Iker Recio Ortega,20,Spain,Reserve
Ismael Salim Dunga,28,Kenya,Substitute
Matija Horvat,22,Croatia,Substitute
Santiago Arce Añazgo,21,Bolivia,Substitute
Gerardo Arturo Gordillo Olivero,26,Guatemala,Defender
Edgar Sevikyan,19,Russia,Reserve
Rodrigo Ezequiel Cabral,20,Argentina,Winger
Kevin Schade,19,Germany,Reserve
David Datro Fofana,18,Côte d'Ivoire,Substitute
Abdelrahman Saidi,21,Sweden,Substitute
Dane Pharrell Scarlett,17,England,Substitute
Maximiliano Juan Rogoski,27,Argentina,Substitute
Rafael Sangiovani,23,Argentina,Substitute
Máté Katona,24,Hungary,Reserve
José Andrés Hurtado Cheme,19,Ecuador,Defender
Regő Szánthó,20,Hungary,Substitute
Justo Giani,22,Argentina,Reserve
Alexis Sleiter Rojas Castilla,25,Peru,Substitute
Jorginho Andersson Sernaqué Bustos,26,Peru,Substitute
Diago Giménez Flamminini,24,Argentina,Substitute
Lewis Bate,18,England,Reserve
Axel Joel Chávez Ydrogo,23,Peru,Substitute
Nahuel Iribarren,33,Argentina,Reserve
Rodrigo Morales,27,Argentina,Midfielder
Joaquín Adán Lencinas,33,Argentina,Defender
Siro Ignacio Cabral Rosane,21,Argentina,Midfielder
Ramiro Sordo,21,Argentina,Reserve
Aliou Badara Baldé,18,Senegal,Substitute
Mehmet Can Aydin,19,Germany,Substitute
Abel Alejandro Bustos,22,Argentina,Substitute
Omar El Hilali,17,Spain,Reserve
Paulo Afonso da Rocha Júnior,23,Brazil,Substitute
Alejandro Suárez Cardero,17,Spain,Reserve
Maxime Estève,19,France,Substitute
Radinio Balker,22,Netherlands,Reserve
Daniel MacKay,20,Scotland,Substitute
Nicola Zalewski,19,Poland,Reserve
Abdoullah Ba,17,France,Substitute
Wagane Faye,27,Senegal,Defender
Blendi Idrizi,23,Kosovo,Substitute
Tomás Galván,21,Argentina,Reserve
Sergio Guerrero Romero,22,Spain,Reserve
Joep van der Sluijs,19,Netherlands,Substitute
Thomas Beekman,21,Netherlands,Substitute
Marco Tol,23,Netherlands,Substitute
Gustavo Sangaré,24,Burkina Faso,Midfielder
Christopher Cvetko,24,Austria,Midfielder
Maximiliano Moreira,27,Uruguay,Reserve
Felix Bacher,21,Austria,Substitute
Miguel Muñoz Mora,26,Spain,Substitute
Marcelo Machado Vilela,22,Brazil,Substitute
Claudiu Bălan,27,Romania,Substitute
Cătălin Hlistei,26,Romania,Midfielder
Aitor Aldalur Agirrezabal,29,Spain,Defender
Koldo Obieta Alberdi,27,Spain,Substitute
Iñigo Orozco Andonegi,28,Spain,Substitute
Iñaki Recio Irusta,21,Spain,Substitute
Ander Martín Odriozola,20,Spain,Substitute
Luke McCowan,23,Scotland,Substitute
Andreas Katsantonis,21,Cyprus,Reserve
Kazımcan Karataş,18,Turkey,Reserve
Hüsamettin Tut,30,Turkey,Substitute
Franz Pfanne,26,Germany,Midfielder
Kimberly Ezekwem,20,Germany,Substitute
Noah Weißhaupt,19,Germany,Reserve
Leândro Rossi Pereira,32,Brazil,Midfielder
Alexandru Iacob,32,Romania,Substitute
Miguel Villar Alonso,24,Spain,Reserve
Idriz Batha,29,Albania,Midfielder
Niklas Tasky,30,Germany,Defender
Tobias Fölster,27,Germany,Defender
Deniz Cicek,28,Germany,Substitute
Mats Deijl,23,Netherlands,Defender
Marko Vukčević,28,Montenegro,Defender
Alexandros Parras,23,Greece,Substitute
Anselmo Garcia MacNulty,18,Republic of Ireland,Reserve
Nemanja Tekijaški,24,Serbia,Defender
Kevin Schumacher,23,Germany,Substitute
Béni Makouana,18,Congo,Substitute
Philipp Pomer,23,Austria,Midfielder
Florian Kleinhansl,20,Germany,Defender
Johan Arath Gómez,19,United States,Substitute
João Miguel Ferreira Santos,27,Portugal,Defender
Ismaël Gharbi,17,France,Reserve
Alberto Toril Domingo,24,Spain,Striker
Renato Barbosa dos Santos Júnior,19,Brazil,Reserve
Jordi Bongard,19,Germany,Reserve
Aguibou Camara,20,Guinea,Reserve
Kléri Serber,22,France,Substitute
Valentín Barco,16,Argentina,Reserve
Mortadha Ben Ouanes,26,Tunisia,Defender
Turgay Gemicibaşi,25,Turkey,Midfielder
Facundo Russo,20,Argentina,Reserve
Bruno Leyes,19,Argentina,Substitute
Edgaras Utkus,21,Lithuania,Defender
Alejandro Domingo Gómez,19,Spain,Reserve
Ameen Al-Dakhil,19,Belgium,Defender
José Castillo,19,Mexico,Reserve
Rafael Vicente Ferreira Santos,24,Portugal,Substitute
Herculano Bucancil Nabian,17,Portugal,Reserve
柳澤 亘,25,Japan,Reserve
Nasiru Moro,24,Ghana,Substitute
Serge Arnaud Aka,26,Côte d'Ivoire,Substitute
Bryan Nokoue,19,Cameroon,Reserve
Pablo Gálvez Miranda,19,Spain,Reserve
Raúl Torrente Navarro,19,Spain,Reserve
Javier Llabrés Exposito,19,Spain,Reserve
Aljoša Matko,21,Slovenia,Substitute
Iker Benito Sánchez,18,Spain,Reserve
Naim García García,19,Spain,Reserve
Raúl Caballero Ramírez,20,Spain,Reserve
Geovani Júnior,20,Brazil,Reserve
André Miguel Lapa Ricardo,20,Portugal,Substitute
André Filipe Rio Liberal,18,Portugal,Reserve
Till Schumacher,23,Germany,Substitute
Oday Dabbagh,22,Palestine,Reserve
Cássio Gabriel Vilela Ferreira,28,Brazil,Substitute
Dominic Eberechukwu Uzoukwu,26,Brazil,Substitute
Gabriel Martínez Aguilera,18,Spain,Reserve
Leon Damer,21,Germany,Reserve
Chencho Gyeltshen,25,Bhutan,Substitute
Edoardo Vergani,20,Italy,Substitute
Alisson Pelegrini Safira,26,Brazil,Reserve
Tiago Manuel Maio Matos,20,Portugal,Reserve
Stéfano Ardaya,22,Bolivia,Substitute
Christopher John Porter,37,England,Substitute
Matthew James Bloomfield,37,England,Substitute
Emilio Rentería García,36,Venezuela,Substitute
Markus Halsti,37,Finland,Substitute
Tony Andrew Craig,36,England,Defender
Adrian Manuel Scarlatache,34,Romania,Defender
Jorge Alberto Ortiz,37,Argentina,Substitute
양상민 梁相珉,37,Korea Republic,Substitute
Matthew Done,33,England,Defender
Alan Michael Anthony Sheehan,34,Republic of Ireland,Defender
Gary Coulibaly,35,France,Substitute
Jonathan Martin Grounds,33,England,Substitute
Junior Brown,32,England,Reserve
Rory Alexander McArdle,34,Northern Ireland,Defender
Theo Robinson,32,Jamaica,Substitute
Luke Barrie Prosser,33,England,Substitute
Cole Skuse,35,England,Midfielder
Edward James Upson,31,England,Midfielder
Nicky Maynard,34,England,Substitute
Lloyd Kerry,32,England,Substitute
赵旭日,35,China PR,Midfielder
Andrew David Williams,34,England,Striker
Bernd Nehrig,34,Germany,Substitute
Michael David Jones,33,England,Reserve
Tomasz Midzierski,36,Poland,Defender
Manuel Viniegra García,33,Mexico,Substitute
Michael Carl-Eric Almebäck,33,Sweden,Defender
Colin Daniel,33,England,Substitute
Matt Simon,35,Australia,Striker
Mathieu Marian Baudry,33,France,Substitute
Thomas Joshua Elliott,30,England,Substitute
Boris Prokopič,33,Austria,Substitute
Nicky Lee Featherstone,32,England,Midfielder
Erik Gustav Roger Israelsson,32,Sweden,Substitute
Mark Ian Ellis,32,England,Defender
Nathan Abayomi Delfouneso,30,England,Substitute
Hervé Kambou,36,Côte d'Ivoire,Defender
Craig Leon Eastmond,30,England,Midfielder
Amiran Sanaia,31,Georgia,Substitute
Carlos Daniel Hidalgo Cadenas,35,Colombia,Striker
Frederick David Sears,31,England,Striker
Kristian Dennis,31,England,Substitute
Florian Riedel,31,Germany,Midfielder
Marcin Budziński,30,Poland,Substitute
Jordan Lee Clarke,29,England,Defender
Scot Andrew Bennett,30,England,Midfielder
Flamur Kastrati,29,Kosovo,Substitute
Anthony Golec,31,Australia,Substitute
윤석영 尹硕扬,31,Korea Republic,Defender
Benjamin Neil Reeves,29,Northern Ireland,Substitute
Jack Stephen Payne,29,England,Midfielder
Jonatan Kotzke,31,Germany,Reserve
Liam Mark Ridehalgh,30,England,Defender
Harry Spencer Davis,29,England,Defender
Christian Nicolás Sosa De Luca,33,Paraguay,Midfielder
Harry Beautyman,29,England,Midfielder
Kwesi Appiah,30,Ghana,Substitute
Aaron Greene,31,Republic of Ireland,Substitute
Christopher Gaël Missilou,28,Congo,Substitute
David McMillan,32,Republic of Ireland,Striker
Łukasz Gikiewicz,33,Poland,Substitute
Andrew William Tutte,30,England,Substitute
Kelvin Mellor,30,England,Defender
Benjamin Leslie Coker,32,England,Defender
Rodney Troy McDonald,29,England,Defender
Mirko Ivanovski,31,North Macedonia,Reserve
Hallam Robert Hope,27,Barbados,Striker
Sean Michael Murray,27,Republic of Ireland,Substitute
Oliver Ian Banks,28,England,Midfielder
Mike Könnecke,32,Germany,Substitute
Kristoffer Normann Hansen,26,Norway,Winger
Brian Gartland,34,Republic of Ireland,Substitute
김동우 金东佑,33,Korea Republic,Substitute
Francesco D'Onofrio,30,Belgium,Substitute
Alexander Ruud Tveter,30,Norway,Striker
Ivar Furu,27,Norway,Substitute
Rasmus Stellan Sjöstedt,29,Sweden,Defender
Luke Young,28,England,Midfielder
Elton Monteiro Almada,27,Portugal,Defender
George William Taft,27,England,Defender
Jake Kenny Reeves,28,England,Midfielder
Luke Michael Norris 'Hacker',28,England,Striker
Elliott Mark Whitehouse,27,England,Substitute
Ousseynou Cissé,30,Mali,Midfielder
Brendan James Kiernan,28,England,Midfielder
최종환 崔钟焕,33,Korea Republic,Substitute
Shaun Byrne,28,Scotland,Midfielder
Ross Millen,26,Scotland,Substitute
Harry Charles Bunn,28,England,Substitute
Liam Christian James O'Neil,27,England,Midfielder
Enzio Boldewijn,28,Netherlands,Midfielder
Alexander Hahn,28,Germany,Substitute
Soufian Benyamina,31,Germany,Substitute
Viljormur í Heiðunum Davidsen,29,Faroe Islands,Defender
김현 金炫,28,Korea Republic,Striker
Ernst Anders Mikael Boman,32,Sweden,Striker
Mart Lieder,31,Netherlands,Substitute
Alejandro Serrano García,26,Spain,Substitute
Luis Neri Caballero Chamorro,31,Paraguay,Striker
陈志钊,33,China PR,Substitute
Brennan Peter Dickenson,28,England,Winger
John Mountney,28,Republic of Ireland,Defender
안영규 安杨奎,31,Korea Republic,Substitute
Adama Sarr,30,Senegal,Substitute
Aaron Maxwell Schoenfeld,31,United States,Reserve
Marco Armellino,31,Italy,Substitute
Nathaniel Lawrence Knight-Percival,34,England,Defender
Hendrick Zuck,30,Germany,Defender
Philipp Hütter,30,Austria,Substitute
Floriano Vanzo,27,Belgium,Midfielder
진성욱 陈成昱,27,Korea Republic,Substitute
Aqeel Baalghyth Al Sahbi,34,Saudi Arabia,Defender
Hampus Zackrisson,26,Sweden,Defender
Zaine Sebastian Francis-Angol,28,Antigua and Barbuda,Defender
Kieran Neil Wallace,26,England,Substitute
Pedro Jesús Azogue Rojas,26,Bolivia,Midfielder
Rodrigo Alborno Ortega,27,Paraguay,Substitute
Caolan Owen Lavery,28,Northern Ireland,Substitute
Luke Hendrie,26,England,Substitute
Louis Ferenc Puskas Fenton,28,New Zealand,Defender
Sari Abdulraouf Amro,31,Saudi Arabia,Defender
Daniel Dziwniel,28,Poland,Midfielder
Ünal Tosun,28,Germany,Reserve
Sandrino Braun-Schumacher,32,Germany,Defender
Dylan Edward Connolly,26,Republic of Ireland,Substitute
김대경 金大坤,29,Korea Republic,Substitute
Erik Hurtado,30,United States,Reserve
이창용 李长勇,30,Korea Republic,Defender
木下 康介,26,Japan,Reserve
Steven Luštica,30,Australia,Midfielder
Rhys Derek Oates,26,England,Substitute
James William Hanson,25,England,Substitute
Bradley Walker,25,England,Substitute
James Anthony Wilson,25,England,Striker
Thomas Albert Dallison-Lisbon,25,England,Substitute
David Lee Ferguson,27,England,Defender
Louis Tyler John,27,England,Defender
Mads Henrichsen Aaquist,26,Denmark,Substitute
Daniel John Jones,26,England,Defender
Mario Esteban Pardo Acuña,33,Chile,Substitute
Kévin Camilo Rendón Guerrero,28,Colombia,Midfielder
Filip Filipos Lars Sachpekidis,23,Sweden,Substitute
Cătălin Ștefan Țîră,27,Romania,Reserve
Saliou Sané,28,Germany,Striker
Lautaro Patricio Rinaldi,27,Argentina,Reserve
Sonni Ragnar Nattestad,26,Faroe Islands,Substitute
Janik Jesgarzewski,27,Germany,Substitute
Samuel Lloyd Matthews,24,England,Substitute
Lorenzo Anthony Joao Gordinho,27,South Africa,Defender
雷腾龙,30,China PR,Defender
Declan McDaid,25,Scotland,Substitute
Harrison McGahey,25,England,Reserve
Amaar Al Dohaim,27,Saudi Arabia,Defender
Jamshid Iskanderov,27,Uzbekistan,Substitute
Adnan Kojic,25,Sweden,Substitute
Ryan Anthony Johnson,24,Northern Ireland,Defender
Cameron Dummigan,25,Northern Ireland,Substitute
Rayed Abdullah Al-Ghamdi,27,Saudi Arabia,Substitute
Patrick Mullins,29,United States,Substitute
김대중 金大中,28,Korea Republic,Substitute
Sebastian Jonas Ohlsson,28,Sweden,Defender
范云龙,32,China PR,Midfielder
朱宝杰,31,China PR,Substitute
王皓,28,China PR,Midfielder
罗竞,27,China PR,Midfielder
김상원 金相沅,29,Korea Republic,Defender
Nathan James Smith,25,England,Defender
Gregory Sloggett,24,Republic of Ireland,Midfielder
Paweł Baranowski,30,Poland,Substitute
Farrend James Rawson,24,England,Substitute
Ryan Jack Glenn Fallowfield,25,England,Substitute
巴顿,25,China PR,Substitute
何超,26,China PR,Substitute
Jordan David Lyden,25,Australia,Substitute
Luis Alberto Lozoya Mendoza,28,Mexico,Substitute
郑达伦,27,China PR,Substitute
毕津浩,30,China PR,Substitute
王杰,32,China PR,Substitute
Luka Slišković,26,Austria,Substitute
Dominic David Telford,24,England,Substitute
Nathan Dekoké,25,France,Defender
Ronan Liam Coughlan,24,Republic of Ireland,Striker
Douglas Felisbino de Oliveira,26,Brazil,Substitute
Kianz González-Froese,25,Canada,Midfielder
Ramón David Coronel Gómez,30,Paraguay,Substitute
Mark John Shelton,24,England,Midfielder
Sultan Ahmed Mohammed Mandash,26,Saudi Arabia,Substitute
Matías Alexis Romero,25,Argentina,Substitute
Aron Elís Þrándarson,26,Iceland,Midfielder
Jack McMillan,23,Scotland,Substitute
Courtney Fitzroy Senior,24,England,Substitute
David Ariel Mendieta Chávez,34,Paraguay,Substitute
Jay Chapman,27,Canada,Substitute
Lorenzo Paolucci,24,Italy,Substitute
Jordan Michael Flores,25,England,Midfielder
전민광 Min Gwang Jeon,28,Korea Republic,Defender
이태희 李泰希,29,Korea Republic,Defender
William Albin Kurtović,25,Sweden,Midfielder
Roli Pereira de Sa,24,France,Substitute
Georgie Kelly,24,Republic of Ireland,Striker
Jonathan Aspropotamitis,25,Australia,Defender
Lachlan Robert Tua Jackson,26,Australia,Reserve
Wesley Nurettin McDonald,24,England,Substitute
Cian William Thomas Harries,24,Wales,Substitute
Marco Hober,25,Germany,Substitute
James Anthony John Clarke,31,England,Substitute
Callum Slattery,22,England,Midfielder
Robbie Cundy,24,England,Reserve
Bryan Colula Alarcón,25,Mexico,Defender
Harry McKirdy,24,England,Midfielder
Abel Alberto Casquete Rodríguez,23,Ecuador,Substitute
Ariel Daniel Lassiter Acuña,26,Costa Rica,Substitute
Justin Ikechukwu Obiora Amaluzor,24,England,Substitute
Demeaco Duhaney,22,England,Reserve
Dêniro Rubens Prestes Cadete,21,Brazil,Substitute
Raullino Daniel Meneses Vila,21,Brazil,Substitute
Eric Bugale Kitolano,23,Norway,Midfielder
Alexander Antony Pattison,23,England,Midfielder
Regan Evans Charles-Cook,24,Grenada,Midfielder
Zachary Elbouzedi,23,Republic of Ireland,Winger
Mun Ki Hwang,24,Korea Republic,Midfielder
James Robert McGarry,23,New Zealand,Substitute
Gabriel Osho,22,England,Substitute
Ryan Liam Delaney,24,Republic of Ireland,Substitute
Marcus Samuel Michael McGuane,22,England,Substitute
Jamie Hopcutt,29,England,Substitute
Bassala Sambou,23,Germany,Substitute
Steven Tapiero Rodallega,29,Colombia,Midfielder
Asier Etxaburu Diz,27,Spain,Substitute
Rowllin Borges,29,India,Midfielder
Trent Buhagiar,23,Australia,Reserve
Oliver Jack Hawkins,29,England,Striker
James Penrice,22,Scotland,Substitute
Maximiliano Stefan Silva Rojas,31,Sweden,Substitute
青木 亮太,25,Japan,Substitute
Moussa Sanoh,25,Netherlands,Substitute
佐佐木 匠,23,Japan,Substitute
松田 力,29,Japan,Substitute
酒井 宣福,28,Japan,Striker
今井 智基,30,Japan,Substitute
Fahad Ghazi Zahim,27,Saudi Arabia,Substitute
高橋 義希,36,Japan,Midfielder
박정수 朴钟洙,27,Korea Republic,Reserve
石津 大介,31,Japan,Substitute
이한도 李韩道,27,Korea Republic,Defender
Paul Kalambayi,21,England,Substitute
Deyver Antonio Vega Álvarez,28,Costa Rica,Substitute
Dominic Daniel Udoh,24,Nigeria,Midfielder
Mamadou Doucouré,23,France,Substitute
Ballou Jean-Yves Tabla,22,Canada,Reserve
이동수 李东洙,27,Korea Republic,Substitute
Aaron James Lewis,23,Wales,Substitute
Connor O'Toole,23,Australia,Substitute
Fynn Arkenberg,25,Germany,Defender
Benjamin Steenfeldt Hvidt,21,Denmark,Substitute
伊藤 宏樹,22,Japan,Reserve
Liam Burt,22,Scotland,Midfielder
Matthew James Platt,23,England,Substitute
Kevin Martin Krygård,21,Norway,Midfielder
Ashley Kevin Nadesan,26,England,Striker
Mads Kaalund Larsen,24,Denmark,Midfielder
Sondre Solholm Johansen,25,Norway,Substitute
Nico Rieble,25,Germany,Substitute
Amara Condé,24,Germany,Midfielder
Maximilian Jansen,28,Germany,Reserve
Jakub Arak,26,Poland,Substitute
Miles Winfield Welch-Hayes,24,England,Substitute
Răzvan Ștefan Popa,24,Romania,Substitute
James Andrew Gibbons,23,England,Substitute
Tareq Abdullah,25,Saudi Arabia,Substitute
Manuel Cabit,28,France,Reserve
Marcus Valdez Pereira Godinho,24,Canada,Reserve
Harrison Theodore Paton,23,Canada,Substitute
Iker Amorrortu Andrinúa,25,Spain,Substitute
Jordan O'Doherty,23,Australia,Midfielder
Cameron Bradley John,21,England,Substitute
James Dominic Brown,23,England,Substitute
Thomas James O'Connor,22,Republic of Ireland,Midfielder
Nikola Mileusnić,27,Australia,Winger
Dylan Billy Watts,24,Republic of Ireland,Substitute
Joël Zakarias Kabongo,23,Denmark,Substitute
Marcin Wasielewski,27,Poland,Substitute
Davis James Marshall Keillor-Dunn,23,England,Winger
Omari Joshua Curtis Patrick,25,England,Striker
유주안 Ju An You,22,Korea Republic,Reserve
Ryan George Henson Loft,23,England,Striker
Johnny Koutroumbis,23,Australia,Substitute
Ignacio Alejandro Tapia Bustamante,22,Chile,Defender
Joshua William Kay,24,England,Winger
Brandon Vázquez Toledo,22,United States,Reserve
이승모 Seung Mo Lee,23,Korea Republic,Substitute
Yoan Severin,24,France,Substitute
Chris Odoi-Atsem,26,United States,Reserve
Brandon Cooper,21,Wales,Substitute
川口 尚紀,27,Japan,Substitute
山下 達也,33,Japan,Reserve
Mark Thomas Harris,22,Wales,Substitute
Lewis Banks,24,England,Defender
Alexis Domínguez,24,Argentina,Reserve
John Mahon,21,Republic of Ireland,Defender
Brandon Fleming,21,England,Reserve
여봉훈 杨奉浑,27,Korea Republic,Substitute
Martin Sønder Frese,23,Denmark,Defender
Saad Al Khayri,26,Saudi Arabia,Substitute
David Andrés Camacho Valencia,24,Colombia,Substitute
Rasmus Hjorth Vinderslev,23,Denmark,Midfielder
Daniel Happe,22,England,Defender
Ulrik Tillung Fredriksen,22,Norway,Defender
Serhat Koruk,25,Turkey,Striker
Mohammed Mohsen Harzan,32,Saudi Arabia,Midfielder
Juan Guillermo Córdova Torres,26,Canada,Defender
Fırat Suçsuz,25,Turkey,Substitute
Souleymane Aw,22,Senegal,Reserve
Eden Massouema,24,France,Reserve
Julius Eskesen,22,Denmark,Substitute
Emmanuel Justine Rabby Banda,23,Zambia,Substitute
Francisco Javier Ayala Diaz,32,Chile,Defender
Noel Knothe,22,Germany,Substitute
Nuno Filipe da Silva,27,Portugal,Substitute
Johannes Tartarotti,21,Austria,Substitute
Joshua Gordon,26,England,Winger
William Smith,22,England,Substitute
Meik Adalbert Karwot,28,Germany,Substitute
Dawid Kurminowski,22,Poland,Substitute
Ryan Clampin,22,England,Defender
Patrick Wolfgang Kapp,23,Germany,Defender
Orrin McKinze Gaines II,23,United States,Reserve
Alex Sobczyk,24,Austria,Substitute
Daniel James Lloyd-McGoldrick,29,England,Midfielder
Saifeddine Alami Bazza,28,Morocco,Substitute
Michael John Lema,21,Austria,Substitute
Bruno André Cavaco Jordão,22,Portugal,Substitute
Serafin Szota,22,Poland,Defender
Tobias Borchgrevink Børkeeiet,22,Norway,Substitute
Jack James Earing,22,England,Midfielder
Arthur Bertrand Gnahoua,29,France,Winger
Callum Tyler Whelan,22,England,Midfielder
Fabian Daniel Rohner,22,Switzerland,Substitute
Charlie Lakin,22,England,Midfielder
Ali Hassan Al-Asmari,24,Saudi Arabia,Substitute
Nkosingiphile Ngcobo,21,South Africa,Midfielder
Rashad Muhammed,27,France,Substitute
Patrick Sussek,21,Germany,Reserve
Marco Olivieri,22,Italy,Substitute
Boubacar Rafael Neto Hanne,22,Portugal,Reserve
David Ajiboye,22,Nigeria,Midfielder
Braian Alejandro Galván,20,Argentina,Midfielder
Keanan Bennetts,22,England,Reserve
Alexander Ballegaard Ammitzbøll,22,Denmark,Substitute
岡崎 慎,22,Japan,Substitute
Kornelius Normann Hansen,20,Norway,Winger
Andrew Lyons,20,Republic of Ireland,Substitute
Oliver Šarkić,23,Montenegro,Reserve
Turki Marwan Al-Ammar,21,Saudi Arabia,Reserve
Diego Alan Mercado Carrizo,24,Argentina,Reserve
Marcel Benger,22,Germany,Substitute
Ahmed Ashraf Mohammed Al-Fiqi,28,Saudi Arabia,Reserve
Matthew Virtue-Thick,24,England,Reserve
Amer Ordagić,28,Bosnia and Herzegovina,Substitute
Tass Mourdoukoutas,22,Australia,Substitute
Angus Thurgate,21,Australia,Midfielder
Jamie Lennon,23,Republic of Ireland,Substitute
Andrew Irving,21,Scotland,Midfielder
Brandon Iván Servania,22,United States,Reserve
Aliou Badara Traore,20,France,Reserve
Thomas Sang,22,England,Substitute
Ali Majrashi,21,Saudi Arabia,Substitute
Marco Hausjell,22,Austria,Substitute
秋山 陽介,26,Japan,Substitute
Kristófer Ingi Kristinsson,22,Iceland,Substitute
Isaac Twum,23,Ghana,Substitute
Daniel Kelly,25,Republic of Ireland,Midfielder
Moataz Zemzemi,21,Tunisia,Substitute
Grant Lillard,25,United States,Reserve
Dániel Csóka,21,Hungary,Substitute
Wyatt Omsberg,25,United States,Substitute
Simon Asta,20,Germany,Reserve
박정수 Jeong Soo Park,34,Korea Republic,Substitute
Sander Moen Foss,22,Norway,Defender
Meritan Shabani,22,Germany,Reserve
Alfonso González Martínez,22,Spain,Reserve
Karl Henrik Axel Löfkvist,26,Sweden,Substitute
Paul Marie,26,France,Substitute
Joseph Scally,18,United States,Defender
Yanis Begraoui,19,France,Substitute
Samuele Mulattieri,20,Italy,Substitute
Frederik Franck Winther,20,Denmark,Substitute
두현석 Hyeon-Seok Doo,25,Korea Republic,Reserve
Cristian Agustín Parano Rasguido,21,Argentina,Substitute
César Gelabert Piña,20,Spain,Substitute
Maximilian Breunig,20,Germany,Substitute
Wiktor Długosz,21,Poland,Substitute
Florian Chabrolle,23,France,Substitute
Scott High,20,England,Substitute
Connor Krempicki,26,Germany,Midfielder
Ayoub Abdellaoui,28,Algeria,Substitute
Mouhamadou Drammeh,22,France,Substitute
David Lennart Philipp,21,Germany,Substitute
Arbenit Xhemajli,23,Kosovo,Substitute
Noah Plume,24,Germany,Substitute
홍현석 Hyeon Seok Hong,22,Korea Republic,Midfielder
Alaa Hamad Bakir,20,Germany,Midfielder
Ricki Lamie,28,Scotland,Defender
Keaghan Jacobs,31,South Africa,Substitute
Clinton Antwi,21,Ghana,Substitute
Damian Gąska,24,Poland,Forward
Kylian Kaïboué,22,France,Substitute
Michael Baldisimo,21,Canada,Midfielder
Mathieu Choinière,22,Canada,Defender
Edoardo Masciangelo,24,Italy,Reserve
David Bumberger,22,Austria,Reserve
Mateusz Żyro,22,Poland,Substitute
Lukas Schöfl,20,Austria,Substitute
Manuel Haas,25,Austria,Substitute
Ben Lederman,21,United States,Reserve
段刘愚,22,China PR,Substitute
朱辰杰,20,China PR,Reserve
Luka Račić,22,Denmark,Reserve
Tim Prica,19,Sweden,Substitute
Marcin Grabowski,21,Poland,Reserve
Anirudh Thapa,23,India,Midfielder
Roberts Uldriķis,23,Latvia,Substitute
Jan Žambůrek,20,Czech Republic,Reserve
Abdullah Al Meqran,24,Saudi Arabia,Winger
Abdulbasit Ali Al-Hindi,24,Saudi Arabia,Substitute
Abdullah Hassoun Tarmin,24,Saudi Arabia,Defender
山田 寛人,21,Japan,Substitute
町野 脩斗,21,Japan,Striker
Yeison Andrés Tolosa Castro,22,Colombia,Substitute
Diego Alejandro Rosales Islas,23,Mexico,Substitute
大橋 祐紀,24,Japan,Substitute
Isaac Hutchinson,21,England,Substitute
Harvey David White,19,England,Reserve
김동현 Dong Hyun Kim,24,Korea Republic,Substitute
Luke Matheson,18,England,Reserve
Christopher Emanuel Mamengi,20,Netherlands,Reserve
Jack Richard Lankester,21,England,Substitute
福森 直也,28,Japan,Defender
Mahamé Siby,24,France,Substitute
Laurențiu Nicolae Corbu,27,Romania,Substitute
Mark Coyle,24,Republic of Ireland,Midfielder
Sean Mackie,22,Scotland,Reserve
Runar Ullaland Hove,25,Norway,Substitute
Alejandro Pachón Párraga,20,Spain,Reserve
中村 拓海,20,Japan,Substitute
Nicholas Mickelson,21,Norway,Substitute
Alessio Riccardi,20,Italy,Reserve
Ruan Ribeiro Teles,23,Brazil,Substitute
Felix Kalu Nmecha,20,England,Substitute
Fredrik Vangstad Sjølstad,27,Norway,Reserve
Ryan Astley,19,Wales,Reserve
Declan Drysdale,21,England,Reserve
Liam Scales,22,Republic of Ireland,Reserve
Happy Mashiane,23,South Africa,Defender
Kadir Hodžić,26,Sweden,Defender
Juan Sebastián Pedroza Perdomo,22,Colombia,Midfielder
Euclides Da Silva Cabral,22,Portugal,Substitute
August Mikkelsen,20,Norway,Striker
Rodrigo Sergio Cabrera Sasía,32,Uruguay,Defender
Anthony Driscoll-Glennon,21,England,Reserve
Vincent Gembalies,21,Germany,Substitute
